"﻿AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","BSPName"
"Manage Journal Entries","Transactional","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_GLDOCDISP"
"Post General Journal Entries","Transactional","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_GLDOCPOST"
"Manage G/L Account Master Data (Version 2)","Transactional","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_MNG_GLACCT"
"Manage Profit Center Master Data","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Manage Profit Center Master Data","FPM/WebDynpro"," SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Check Cash Flow Items","Transactional","SAP_SFIN_BC_CM_CASH_OPS","SAP_SFIN_BCG_CM_DAILY, SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business, Daily Business","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_PAYDETAIL"
"Check Cash Flow Items","Transactional"," SAP_SFIN_BC_CM_CASH_OPS","SAP_SFIN_BCG_CM_DAILY, SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business, Daily Business","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_PAYDETAIL"
"My Bank Account Worklist","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Cash Position Details","Transactional","SAP_SFIN_BC_CM_CASH_OPS","SAP_SFIN_BCG_CM_DAILY, SAP_SFIN_BCG_CM_DAILY_SPECIALIST","Daily Business, Daily Business","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_ANALYZEPOSI"
"Develop Liquidity Plans","Transactional, Design Studio","SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_DS_ANALYZE"
"Develop Liquidity Plans","Transactional, Design Studio"," SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_DS_ANALYZE"
"Cash Flow - Detailed Analysis","FPM/WebDynpro","SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Cash Flow - Detailed Analysis","FPM/WebDynpro"," SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Liquidity Forecast Details","FPM/WebDynpro","SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","Liquidity Management","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Liquidity Forecast Details","FPM/WebDynpro"," SAP_SFIN_BC_CM_LM","SAP_SFIN_BCG_CM_LM","Liquidity Management","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Create Single Payment","Transactional","SAP_SFIN_BC_AP_OPERATIONS","SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_APAR_CORR, SAP_SFIN_BCG_AP_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Payments, Correspondence, Supplier Accounts, Daily Business","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","FIN_CREATE_SPAY"
"Create Correspondence","Transactional","SAP_SFIN_BC_APAR_OPER","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","FIN_CORRESPOND"
"Display Chart of Accounts (Version 2)","Transactional","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_MNG_COA"
"Manage Profit Center Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Manage Profit Center Groups","FPM/WebDynpro"," SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant",""
"Liquidity Plans","Analytical, Design Studio","SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_DS_ANALYZE"
"Liquidity Plans","Analytical, Design Studio"," SAP_SFIN_BC_CM_LM","","","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_DS_ANALYZE"
"Manage Automatic Payments","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_APAR_CORR, SAP_SFIN_BCG_AP_CUST_ACC, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Payments, Correspondence, Supplier Accounts, Customer Accounts, Daily Business","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant","FIN_SCHPMTPRPSL"
"Revise Payment Proposals","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_APAR_CORR, SAP_SFIN_BCG_AP_CUST_ACC, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Payments, Correspondence, Supplier Accounts, Customer Accounts, Daily Business","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant","FIN_REVPAYPRPSL"
"Clear Incoming Payments","Transactional","SAP_SFIN_BC_AR_OPERATIONS","SAP_SFIN_BCG_AR_SUPP_ACC, SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Accounts Receivable Accountant, Payments, Customer Accounts, Daily Business","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","FIN_ARMANCLEAR"
"Clear Incoming Payments","Transactional"," SAP_SFIN_BC_AR_INC_PAYM","SAP_SFIN_BCG_AR_SUPP_ACC, SAP_SFIN_BCG_APAR_PAYMENTS, SAP_SFIN_BCG_AR_CUST_ACC, SAP_SFIN_BCG_AR_DAILY","Accounts Receivable Accountant, Payments, Customer Accounts, Daily Business","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","FIN_ARMANCLEAR"
"Open Posting Periods","Transactional","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_OPENPERIODS"
"Market Segments - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Profit Centers - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"P&L - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Cost Centers - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Internal Orders - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Projects - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Market Segments - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Profit Centers - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"P&L - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Cost Centers - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Internal Orders - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Projects - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Market Segments - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Profit Centers - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"P&L - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Cost Centers - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Internal Orders - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Projects - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Market Segments - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Profit Centers - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"P&L - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Internal Orders - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Cost Centers - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Journal Entry Analyzer (S/4HANA)","FPM/WebDynpro","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_GL_GEN_REP","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Projects - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_PS","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Trial Balance (Version 2)","FPM/WebDynpro","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_GL_GEN_REP","General Reporting","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Audit Journal","Analytical","SAP_SFIN_BC_GL_GEN_REP","SAP_SFIN_BCG_GL_GEN_REP","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_GLAUDITJRNL"
"Define Accounting Clerks","Transactional","SAP_SFIN_BC_AR_CURR_SET","","","SAP_BR_AR_MANAGER, SAP_BR_AR_ACCOUNTANT","Accounts Receivable Manager, Accounts Receivable Accountant","SAKP_GEN_UI_S1"
"Manage Internal Orders","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Manage Cost Centers","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Manage Cost Center Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Manage Activity Type Master Data","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Manage Internal Order Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Manage Activity Type Groups","FPM/WebDynpro","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Transfer Postings for  Doubtful Receivables","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Further Valuations","GUI","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Schedule Automatic Payments","GUI","SAP_SFIN_BC_APAR_OPER","","","SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT","Accounts Receivable Accountant, Accounts Payable Accountant",""
"Schedule Automatic Payments Periodically","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS","Payments","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant",""
"SEPA Direct Debit Pre-notifications - After Prenotification","GUI","SAP_SFIN_BC_AR_OPERATIONS","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
"Account Determination","Transactional","SAP_SFIN_BC_FI_CONFIG","SAP_SFIN_BCG_FI_CONFIG","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_ACC_DET"
"Post Incoming Payments","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS","Accounts Receivable Accountant","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","FIN_AR_POSTPAYM"
"Manage Bank Accounts","FPM/WebDynpro","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Clear Outgoing Payments","Transactional","SAP_SFIN_BC_AP_OPERATIONS","SAP_SFIN_BCG_AP_SUPP_ACC","Accounts Payables Accountant","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","FIN_APMANCLEAR"
"Initiate Review Process","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Monitor Review Status","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"My Sent Requests","FPM/WebDynpro","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Maintain Signatory","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Account Balance Audit Trail","Analytical","SAP_SFIN_BC_EXTR_AUDITOR","","","SAP_BR_EXTERNAL_AUDITOR","External Auditor","FIN_BALAUDTR"
"Clear Open Items Automatically - With Currency, Clear Open Items - Automatic Clearing","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC,SAP_SFIN_BCG_AP_CUST_ACC,SAP_SFI","Operational Processing,Supplier Accounts,Customer Accounts","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant, General Ledger Accountant",""
"Clear Open Items Automatically - With Currency, Clear Open Items - Automatic Clearing","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_GL_DOC_PROC,SAP_SFIN_BCG_AP_CUST_ACC,SAP_SFI","Operational Processing,Supplier Accounts,Customer Accounts","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant, General Ledger Accountant",""
"Clear Open Items Automatically - For Ledger Group","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Material Inventory Values - Rounding Differences","FPM/WebDynpro","SAP_SFIN_BC_IA_MAT_PV_REP","SAP_SFIN_BCG_IA_MAT_PV_REP","","SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant",""
"Search for Cost Centers","Transactional","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","FIN_COSTCENTER"
"Search for Profit Centers","Transactional","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","FIN_PROFITCENTR"
"Search for Profit Centers","Transactional"," SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","FIN_PROFITCENTR"
"Replicate Runtime Hierarchy","Transactional","SAP_SFIN_BC_GL_GEN_REP","","","SAP_BR_GL_ACCOUNTANT, SAP_BR_CONTROLLER","General Ledger Accountant, Controller","NW_APS_APJ"
"Replicate Runtime Hierarchy","Transactional"," SAP_SFIN_BC_GL_GEN_REP","","","SAP_BR_GL_ACCOUNTANT, SAP_BR_CONTROLLER","General Ledger Accountant, Controller","NW_APS_APJ"
"Schedule Actual Overhead Allocation (Cost Centers)","Transactional","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","NW_APS_APJ"
"Schedule Actual Overhead Allocation (Profitability Analysis)","Transactional","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","NW_APS_APJ"
"Schedule Actual Settlement For Projects","Transactional","SAP_SFIN_BC_CO_PE_PS_SETT","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","NW_APS_APJ"
"Schedule Results Analysis For Projects","Transactional","SAP_SFIN_BC_CO_PE_PS_SETT","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","NW_APS_APJ"
"Create Dunning Notices","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_CORR","Correspondence","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant",""
"Reprocess Bank Statement Items","Transactional","SAP_SFIN_BC_BA_BANKSTAT","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist","FIN_BSIT_REPRC"
"Manage Bank Statements","Transactional","SAP_SFIN_BC_BA_BANKSTAT","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist","FIN_BS_MANAGE"
"Manage Banks","Transactional","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_BANK"
"Manage Banks","Transactional"," SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_BANK"
"Foreign Bank Account Report","Transactional","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_FBAR"
"Foreign Bank Account Report","Transactional"," SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FIN_FBAR"
"Manage Checkbooks","Transactional","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FIN_CHKBOOKMNG"
"Manage Checkbooks","Transactional"," SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FIN_CHKBOOKMNG"
"Manage Outgoing Checks","Transactional","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FIN_CHECKMNG"
"Manage Outgoing Checks","Transactional"," SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FIN_CHECKMNG"
"Clear G/L Accounts","Transactional","SAP_FIN_BC_GL_DOC_PROC","SAP_FIN_BCG_GL_DOC_PROC","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_GL_GLMC"
"Plan Cost Centers on Periods","FPM/WebDynpro","SAP_SFIN_BC_CO_PLAN_CCA","SAP_SFIN_BCG_CO_PLAN","Controlling - Planning","SAP_BR_CONTROLLER","Controller",""
"Sales Orders - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Functional Areas - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Functional Areas - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Functional Areas - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Functional Areas - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Asset Master Worklist","Transactional","SAP_SFIN_BC_AA_MASTER_DATA","","","SAP_BR_AA_ACCOUNTANT","Asset Accountant","FIN_AA_MSTR_WL"
"Carry Forward Balances","Transactional","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_GLBCF"
"Post Tax Payables","Transactional","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_TAXPAYPOST"
"Manage Recurring Journal Entries","Transactional","SAP_SFIN_BC_GL_REC_ENTRY","SAP_SFIN_BCG_GL_REC_ENTRY","Recurring Entries","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_GL_RJET"
"Manage Statistical Key Figures","Transactional","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","FIN_STKF"
"Manage Internal Orders (Version 2)","Transactional","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","FIN_IO"
"Manage Activity Types","Transactional","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","FIN_ACTP"
"Post Currency Adjustments","Transactional","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FIN_POSTCRCYAD"
