"AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","LeadingTransactionCodes"
"Monitor Data Transfer","FPM/WebDynpro","SAP_MDG_BC_FINCTR_DATA","SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA","Supplier Governance,ERP Vendor Governance,Fin Accounting Governance,Customer Governance,Business Partner Governance,Fin Controlling Governance,Material Governance,ERP Customer Governance,Custom Objects Governance","SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_DL_MONITOR_CONF (MDG_BS_DL_MONITOR_CONF)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_CUSTOMER_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_SUPPLIER_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_ERPCUS_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_ERPVEN_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_CUSTOBJ_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_MATERIAL_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_BUPA_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_FINACC_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Import Master Data","FPM/WebDynpro","SAP_MDG_BC_FINCTR_DATA","SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_ERPVEN_DATA","ERP Customer Governance,Fin Accounting Governance,Business Partner Governance,Material Governance,Customer Governance,Supplier Governance,Fin Controlling Governance,Custom Objects Governance,ERP Vendor Governance","SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST","Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data","MDG_BS_FILE_IMPORT (MDG_BS_FILE_IMPORT_CONF_ID)"
"Mark for Deletion, Create Material, Change Material","FPM/WebDynpro","SAP_MDG_BC_MATERIAL_DATA","","","SAP_BR_PRODMASTER_SPECIALIST","Master Data Specialist - Product Data","MDG_BS_MAT (BS_MAT_INIT_06)"
"Search Material","FPM/WebDynpro","SAP_MDG_BC_MATERIAL_DATA","SAP_MDG_BCG_MATERIAL_DATA","Material Governance","SAP_BR_PRODMASTER_SPECIALIST","Master Data Specialist - Product Data","MDG_BS_MAT_SEARCH (MDG_BS_MAT_SEARCH_06)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_SUPPLIER_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_ERPCUS_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_ERPVEN_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_BUPA_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_CUSTOBJ_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_MATERIAL_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_CUSTOMER_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_FINCTR_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Search Key Mapping","FPM/WebDynpro","SAP_MDG_BC_FINACC_DATA","SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_BUPA_DATA","Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Customer Governance,Fin Controlling Governance,ERP Vendor Governance,Supplier Governance,Business Partner Governance","SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BPC_EXPERT, SAP_BR_MASTER_SPECIALIST_FIN","Master Data Specialist - Business Partner Data, Master Data Specialist - Product Data, Configuration Expert - Business Process Configuration, Master Data Specialist - Financial Data","MDG_BS_WD_ANALYSE_IDM (MDG_BS_WD_ANALYSE_IDM)"
"Create and Edit Key Mapping","FPM/WebDynpro","SAP_MDG_BC_SUPPLIER_DATA","SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA","Business Partner Governance,ERP Vendor Governance,Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Supplier Governance,Customer Governance,Fin Controlling Governance","SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT","Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data, Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration","MDG_BS_WD_ID_MATCH_SERVICE (MDG_BS_WD_ID_MATCH_SERVICE)"
"Create and Edit Key Mapping","FPM/WebDynpro","SAP_MDG_BC_ERPCUS_DATA","SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA","Business Partner Governance,ERP Vendor Governance,Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Supplier Governance,Customer Governance,Fin Controlling Governance","SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT","Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data, Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration","MDG_BS_WD_ID_MATCH_SERVICE (MDG_BS_WD_ID_MATCH_SERVICE)"
"Create and Edit Key Mapping","FPM/WebDynpro","SAP_MDG_BC_ERPVEN_DATA","SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA","Business Partner Governance,ERP Vendor Governance,Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Supplier Governance,Customer Governance,Fin Controlling Governance","SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT","Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data, Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration","MDG_BS_WD_ID_MATCH_SERVICE (MDG_BS_WD_ID_MATCH_SERVICE)"
"Create and Edit Key Mapping","FPM/WebDynpro","SAP_MDG_BC_BUPA_DATA","SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA","Business Partner Governance,ERP Vendor Governance,Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Supplier Governance,Customer Governance,Fin Controlling Governance","SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT","Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data, Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration","MDG_BS_WD_ID_MATCH_SERVICE (MDG_BS_WD_ID_MATCH_SERVICE)"
"Create and Edit Key Mapping","FPM/WebDynpro","SAP_MDG_BC_CUSTOBJ_DATA","SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA","Business Partner Governance,ERP Vendor Governance,Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Supplier Governance,Customer Governance,Fin Controlling Governance","SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT","Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data, Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration","MDG_BS_WD_ID_MATCH_SERVICE (MDG_BS_WD_ID_MATCH_SERVICE)"
"Create and Edit Key Mapping","FPM/WebDynpro","SAP_MDG_BC_MATERIAL_DATA","SAP_MDG_BCG_BUPA_DATA,SAP_MDG_BCG_ERPVEN_DATA,SAP_MDG_BCG_MATERIAL_DATA,SAP_MDG_BCG_FINACC_DATA,SAP_MDG_BCG_ERPCUS_DATA,SAP_MDG_BCG_CUSTOBJ_DATA,SAP_MDG_BCG_SUPPLIER_DATA,SAP_MDG_BCG_CUSTOMER_DATA,SAP_MDG_BCG_FINCTR_DATA","Business Partner Governance,ERP Vendor Governance,Material Governance,Fin Accounting Governance,ERP Customer Governance,Custom Objects Governance,Supplier Governance,Customer Governance,Fin Controlling Governance","SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_BUPA_MASTER_SPECIALIST, SAP_BR_MASTER_SPECIALIST_FIN, SAP_BR_BPC_EXPERT","Master Data Specialist - Product Data, Master Data Specialist - Business Partner Data, Master Data Specialist - Financial Data, Configuration Expert - Business Process Configuration","MDG_BS_WD_ID_MATCH_SERVICE (MDG_BS_WD_ID_MATCH_SERVICE)"
